7.195001703208486106e+02,-1.250940992179970692e+02,2.365070395110483787e+03,-8.479134322842755864e+02,1.000000000000000000e+00
1.999378316365412616e+02,-6.260324536124385304e+02,1.181150132271836128e+03,-4.272463035237840359e+02,1.000000000000000000e+00
8.091665001146972145e+02,-5.488939546683752724e+02,2.435445424391630240e+03,-6.184361542301998043e+02,1.000000000000000000e+00
3.533025303901400207e+02,-8.958829125684560495e+02,1.422816288483998051e+03,-3.486704478561221094e+02,1.000000000000000000e+00
3.690839875439503999e+02,-5.703212368470350384e+02,1.047416008343591102e+03,-3.851042246888545719e+02,1.000000000000000000e+00
4.289339760053659916e+02,-9.312707279586988989e+02,1.333704859223787480e+03,-2.299937774218440723e+02,1.000000000000000000e+00
4.477414771120153887e+02,-4.227142225716757480e+02,1.566812732502227163e+03,-5.430629743814812400e+02,1.000000000000000000e+00
2.131838172426993196e+02,-5.262493489280840322e+02,1.150360996467401719e+03,-4.203684852781995005e+02,1.000000000000000000e+00
3.414872613651142501e+02,-4.343971989005347041e+02,9.914346259451592687e+02,-4.160667346560688884e+02,1.000000000000000000e+00
8.089508955271573143e+01,-1.096139000631947624e+02,1.106813733959795400e+03,-7.372775643925125451e+02,1.000000000000000000e+00
2.031866601172765456e+02,-5.294727073858642825e+02,1.294857803207754614e+03,-4.902325603331190109e+02,1.000000000000000000e+00
3.646048955696092548e+02,-5.497232780678183417e+02,1.289466161937513107e+03,-3.440785320412991837e+02,1.000000000000000000e+00
4.288106639173612393e+02,-6.190506375174111326e+02,1.197084275891456855e+03,-2.794320711572491973e+02,1.000000000000000000e+00
6.538631954851867931e+02,-5.779385742608118335e+02,1.792619945017196642e+03,-6.039061454687820287e+02,1.000000000000000000e+00
4.113161109615523969e+02,-5.204886299206865488e+02,1.563310596278551884e+03,-4.264630569888450964e+02,1.000000000000000000e+00
3.243816747114560712e+02,-4.530432480810978291e+02,9.760353242835453784e+02,-4.764565004119128844e+02,1.000000000000000000e+00
-7.347150729310642703e+01,-3.577907068197539502e+02,1.219670117927503497e+03,-7.005366136636915826e+02,1.000000000000000000e+00
3.505838432800096029e+02,-5.884626472357725788e+02,1.396066168886635296e+03,-3.948712064845454393e+02,1.000000000000000000e+00
3.591303220942366465e+02,-6.989226981912436258e+02,1.235659344550110745e+03,-3.789653641182120509e+02,1.000000000000000000e+00
2.502281470022985559e+02,-2.459920354186784834e+02,1.408032760580149670e+03,-7.008306376856232873e+02,1.000000000000000000e+00
2.803287537255088750e+02,-5.224934347765324674e+02,1.000448189321808400e+03,-3.885923663417452758e+02,1.000000000000000000e+00
1.379196601576695400e+02,-1.001443641622476093e+03,1.451038311862856290e+03,-6.210451797687383078e+02,1.000000000000000000e+00
2.619199902706921534e+02,-4.742790135173156614e+02,9.732165896542126120e+02,-2.932657206602102633e+02,1.000000000000000000e+00
2.674355134351536663e+02,-4.805047138830958602e+02,9.310984354417613531e+02,-2.963200971619177722e+02,1.000000000000000000e+00
3.582658346243817959e+02,-1.105016499667905236e+02,1.504982677041106172e+03,-6.571674256181198643e+02,1.000000000000000000e+00
3.768413321722065916e+02,-5.642208441443968923e+02,1.461456945041680683e+03,-5.562944623977024321e+02,1.000000000000000000e+00
