-1.320748705013371008e-02,-1.581607560190938233e-02,1.000000000000000000e+00
-1.320748705013343252e-02,-1.581607560190899375e-02,1.000000000000000000e+00
-1.320748705013341344e-02,-1.581607560190921580e-02,0.000000000000000000e+00
-2.098277359536258532e-02,-2.719831184426094173e-02,0.000000000000000000e+00
-1.320748705013433631e-02,-1.581607560190924355e-02,0.000000000000000000e+00
-1.320748705323848173e-02,-1.581607560610966828e-02,1.000000000000000000e+00
-2.098277359536181511e-02,-2.719831184426146561e-02,1.000000000000000000e+00
-1.321006460551094747e-02,-1.581956162007073369e-02,1.000000000000000000e+00
-1.320748705013422182e-02,-1.581607560190966336e-02,0.000000000000000000e+00
-1.320748705013352967e-02,-1.581607560190876824e-02,1.000000000000000000e+00
-1.320748714962050561e-02,-1.581607573645718579e-02,0.000000000000000000e+00
-1.373840406160440133e-02,-1.653674812615304329e-02,1.000000000000000000e+00
-1.320748705323908888e-02,-1.581607560610923113e-02,1.000000000000000000e+00
-1.320748705013343773e-02,-1.581607560190912212e-02,0.000000000000000000e+00
-1.320748705013344119e-02,-1.581607560190912212e-02,0.000000000000000000e+00
-1.320748705013343599e-02,-1.581607560190912212e-02,0.000000000000000000e+00
-1.321006460551111747e-02,-1.581956162007075103e-02,1.000000000000000000e+00
-1.320748705013341691e-02,-1.581607560190910824e-02,0.000000000000000000e+00
-1.320748705197725276e-02,-1.581607560440273508e-02,1.000000000000000000e+00
-8.456871777632396503e-02,-3.363695380525221768e-01,1.000000000000000000e+00
-1.320748705013341864e-02,-1.581607560190909784e-02,0.000000000000000000e+00
-1.320748705013342558e-02,-1.581607560190910824e-02,1.000000000000000000e+00
-1.320748705013344466e-02,-1.581607560190912906e-02,0.000000000000000000e+00
-1.678900403393957658e-02,-2.083585130235890426e-02,0.000000000000000000e+00
-1.395645845176253334e-02,-1.686510991619234387e-02,0.000000000000000000e+00
-4.728288152446919607e-02,-8.449456149014662742e-02,1.000000000000000000e+00
-1.279643108372183480e-01,6.613246874542565434e-01,0.000000000000000000e+00
-1.187733817719429791e-01,6.076092928196076270e-01,0.000000000000000000e+00
-1.320748705013364242e-02,-1.581607560190940315e-02,1.000000000000000000e+00
-1.329775666938002622e-02,-1.593826581788523877e-02,1.000000000000000000e+00
-1.320748750808941642e-02,-1.581607622125666066e-02,0.000000000000000000e+00
-1.320748705013352273e-02,-1.581607560190923661e-02,1.000000000000000000e+00
9.559084243123784352e-01,1.091044511419933943e-01,1.000000000000000000e+00
-1.320748705013342905e-02,-1.581607560190910824e-02,0.000000000000000000e+00
-1.320748716416950130e-02,-1.581607575613938957e-02,0.000000000000000000e+00
-1.320748705030166080e-02,-1.581607560213661376e-02,1.000000000000000000e+00
-1.320748900285526745e-02,-1.581607824280369459e-02,0.000000000000000000e+00
-1.320748705013342905e-02,-1.581607560190910478e-02,0.000000000000000000e+00
-1.320748705013342905e-02,-1.581607560190910478e-02,1.000000000000000000e+00
-1.320748705013342905e-02,-1.581607560190910478e-02,0.000000000000000000e+00
-1.320748714962048827e-02,-1.581607573645710252e-02,0.000000000000000000e+00
-1.320748706212768013e-02,-1.581607561814729265e-02,1.000000000000000000e+00
-1.321142848423358801e-02,-1.582140627084219209e-02,1.000000000000000000e+00
-1.320748705115232409e-02,-1.581607560328707196e-02,1.000000000000000000e+00
-1.320748705013343079e-02,-1.581607560190910478e-02,0.000000000000000000e+00
-1.320748705013343773e-02,-1.581607560190911518e-02,1.000000000000000000e+00
-1.320748705030166947e-02,-1.581607560213662070e-02,1.000000000000000000e+00
-1.320748750808942162e-02,-1.581607622125666759e-02,0.000000000000000000e+00
-1.331281983350012486e-02,-1.595867658417473786e-02,1.000000000000000000e+00
-1.320748705013342905e-02,-1.581607560190910824e-02,0.000000000000000000e+00
-1.640973502080615709e-02,-2.030123308189678288e-02,0.000000000000000000e+00
-1.320748705013343773e-02,-1.581607560190910824e-02,1.000000000000000000e+00
-1.320748705013343079e-02,-1.581607560190910478e-02,0.000000000000000000e+00
-1.320748705013344466e-02,-1.581607560190911518e-02,0.000000000000000000e+00
-1.320748705013344466e-02,-1.581607560190911865e-02,0.000000000000000000e+00
-1.320748705013344813e-02,-1.581607560190911865e-02,0.000000000000000000e+00
-1.331033107494234390e-02,-1.595588134724906099e-02,1.000000000000000000e+00
-1.321334554177991394e-02,-1.582399918127282493e-02,1.000000000000000000e+00
-1.320748705013344987e-02,-1.581607560190912906e-02,1.000000000000000000e+00
-1.320748705013344987e-02,-1.581607560190912212e-02,0.000000000000000000e+00
-1.320748705013344987e-02,-1.581607560190912906e-02,0.000000000000000000e+00
-1.575230655824941609e-02,-1.934570919035998038e-02,1.000000000000000000e+00
-1.618724264038926830e-01,8.478760789255146424e-01,1.000000000000000000e+00
-1.320748705039646344e-02,-1.581607560226483064e-02,1.000000000000000000e+00
-1.320748705013343773e-02,-1.581607560190912212e-02,1.000000000000000000e+00
-1.329775666938015806e-02,-1.593826581788540531e-02,1.000000000000000000e+00
-1.320748705013343773e-02,-1.581607560190912212e-02,0.000000000000000000e+00
-1.321142837026550304e-02,-1.582140611671576866e-02,1.000000000000000000e+00
-1.320748705013343773e-02,-1.581607560190912212e-02,0.000000000000000000e+00
-1.678883529457025556e-02,-2.083562817024191618e-02,0.000000000000000000e+00
-1.320748705013344119e-02,-1.581607560190911865e-02,0.000000000000000000e+00
-1.320748705013342905e-02,-1.581607560190910824e-02,1.000000000000000000e+00
-1.319990299959151840e-02,-1.581509800597983434e-02,1.000000000000000000e+00
-1.320748705197711918e-02,-1.581607560440253385e-02,0.000000000000000000e+00
-1.321334554177992088e-02,-1.582399918127283533e-02,1.000000000000000000e+00
-1.320748705115222868e-02,-1.581607560328694706e-02,0.000000000000000000e+00
-8.456854865655352715e-02,-3.363693220024908115e-01,1.000000000000000000e+00
-1.320748900285526398e-02,-1.581607824280369112e-02,0.000000000000000000e+00
-1.320818530803602626e-02,-1.581203294511262028e-02,1.000000000000000000e+00
