4.683099980000000073e+02,4.053323715925216675e-02,1.698793023824691772e-01,7.746352255344390869e-02
4.781700129999999831e+02,4.197441786527633667e-02,1.792469769716262817e-01,8.214735984802246094e-02
4.880199890000000096e+02,4.359574988484382629e-02,1.866330355405807495e-01,8.214735984802246094e-02
4.978800049999999828e+02,4.179427027702331543e-02,1.967213153839111328e-01,8.448927849531173706e-02
5.077399899999999775e+02,4.269500821828842163e-02,2.030264884233474731e-01,9.439740329980850220e-02
5.175999759999999696e+02,4.287515580654144287e-02,2.111331224441528320e-01,1.125923246145248413e-01
5.274699709999999868e+02,4.395604506134986877e-02,2.203206568956375122e-01,1.437578797340393066e-01
5.373300169999999980e+02,4.575752094388008118e-02,2.293280512094497681e-01,1.653756052255630493e-01
5.472000120000000152e+02,4.485678300261497498e-02,2.340118885040283203e-01,1.797874271869659424e-01
5.570700070000000323e+02,4.485678300261497498e-02,2.413979470729827881e-01,1.828499436378479004e-01
5.669400020000000495e+02,4.593766853213310242e-02,2.475229650735855103e-01,1.736624091863632202e-01
5.768099979999999505e+02,4.449648782610893250e-02,2.561700642108917236e-01,1.563682258129119873e-01
5.866799929999999677e+02,3.999279439449310303e-02,2.640965580940246582e-01,1.473608314990997314e-01
5.965599979999999505e+02,3.296703472733497620e-02,2.687804102897644043e-01,1.433975845575332642e-01
6.064299929999999677e+02,2.828319184482097626e-02,2.774274945259094238e-01,1.374527066946029663e-01
6.163099979999999505e+02,2.558097615838050842e-02,2.857142984867095947e-01,1.304269433021545410e-01
6.261900020000000495e+02,2.287876047194004059e-02,2.947216629981994629e-01,1.280850321054458618e-01
6.360700070000000323e+02,2.305890806019306183e-02,3.008466958999633789e-01,1.261034011840820312e-01
6.459600219999999808e+02,2.179787494242191315e-02,3.085930347442626953e-01,1.203386783599853516e-01
6.558400269999999637e+02,1.945595443248748779e-02,3.172401487827301025e-01,1.131327673792839050e-01
6.641400149999999485e+02,1.963610202074050903e-02,3.316519558429718018e-01,1.080886349081993103e-01
6.657299799999999550e+02,1.855521462857723236e-02,3.397586047649383545e-01,1.073680445551872253e-01
6.737199709999999868e+02,2.017654478549957275e-02,3.316519558429718018e-01,1.003422811627388000e-01
6.756199950000000172e+02,1.873536221683025360e-02,3.383174240589141846e-01,9.475769847631454468e-02
6.832999879999999848e+02,1.855521462857723236e-02,3.494865894317626953e-01,1.001621335744857788e-01
6.928800049999999828e+02,1.855521462857723236e-02,3.592145442962646484e-01,1.424968540668487549e-01
7.024600219999999808e+02,1.765447668731212616e-02,3.709241449832916260e-01,2.500450313091278076e-01
7.120399780000000192e+02,1.567285135388374329e-02,3.793911039829254150e-01,3.972257375717163086e-01
7.216300049999999828e+02,1.351107936352491379e-02,3.864168524742126465e-01,5.597189664840698242e-01
7.312100219999999808e+02,1.279048807919025421e-02,3.947036564350128174e-01,7.146459817886352539e-01
7.407999879999999848e+02,1.261034049093723297e-02,4.067735671997070312e-01,8.155287504196166992e-01
7.503800049999999828e+02,1.477211341261863708e-02,4.156008064746856689e-01,8.729958534240722656e-01
7.599699709999999868e+02,1.152945403009653091e-02,4.258692264556884766e-01,9.032606482505798340e-01
7.695599979999999505e+02,1.351107936352491379e-02,4.325346648693084717e-01,9.138894081115722656e-01
7.791400149999999485e+02,1.531255617737770081e-02,4.375788271427154541e-01,9.140695333480834961e-01
7.887299799999999550e+02,1.513240858912467957e-02,4.462259113788604736e-01,9.191136956214904785e-01
7.983200070000000323e+02,1.531255617737770081e-02,4.554134309291839600e-01,9.297423958778381348e-01
8.079099730000000363e+02,1.747432909905910492e-02,4.642406702041625977e-01,9.344262480735778809e-01
8.175000000000000000e+02,1.711403392255306244e-02,4.743289351463317871e-01,9.403710961341857910e-01
8.270900269999999637e+02,1.585299894213676453e-02,4.817149937152862549e-01,9.472166895866394043e-01
8.366799929999999677e+02,1.495226100087165833e-02,4.901819527149200439e-01,9.528012871742248535e-01
8.462800290000000132e+02,1.675373874604701996e-02,4.964871108531951904e-01,9.528012871742248535e-01
8.558699950000000172e+02,1.747432909905910492e-02,5.083768963813781738e-01,9.580255746841430664e-01
8.654699709999999868e+02,1.675373874604701996e-02,5.155827999114990234e-01,9.614483714103698730e-01
8.750599979999999505e+02,1.819491945207118988e-02,5.193659067153930664e-01,9.628895521163940430e-01
8.846599730000000363e+02,1.837506704032421112e-02,5.292739868164062500e-01,9.706359505653381348e-01
8.942500000000000000e+02,1.819491945207118988e-02,5.361196398735046387e-01,9.663123488426208496e-01
9.038499759999999696e+02,1.855521462857723236e-02,5.384615659713745117e-01,9.621689915657043457e-01
9.134500120000000152e+02,1.585299894213676453e-02,5.519726276397705078e-01,9.670329689979553223e-01
9.230499879999999848e+02,1.711403392255306244e-02,5.620608925819396973e-01,9.666726589202880859e-01
9.326400149999999485e+02,1.080886367708444595e-02,5.662043094635009766e-01,9.600071907043457031e-01
9.422399900000000343e+02,1.387137454003095627e-02,5.750315189361572266e-01,9.338858127593994141e-01
9.518499759999999696e+02,1.657359115779399872e-02,5.845793485641479492e-01,9.160511493682861328e-01
9.614500120000000152e+02,1.819491945207118988e-02,5.885425806045532227e-01,8.852459192276000977e-01
9.710499879999999848e+02,1.945595443248748779e-02,5.986309051513671875e-01,8.920915126800537109e-01
9.806500240000000304e+02,2.017654478549957275e-02,6.052963137626647949e-01,8.917312026023864746e-01
9.902500000000000000e+02,2.035669237375259399e-02,6.155647635459899902e-01,9.029003977775573730e-01
9.998599850000000515e+02,2.107728272676467896e-02,6.229507923126220703e-01,9.185732007026672363e-01
1.009460021999999981e+03,2.107728272676467896e-02,6.312376260757446289e-01,9.367681741714477539e-01
1.019070007000000032e+03,2.215817011892795563e-02,6.380832195281982422e-01,9.537020325660705566e-01
1.028680053999999927e+03,2.323905564844608307e-02,6.442082524299621582e-01,9.724373817443847656e-01
1.038280029000000013e+03,2.197802253067493439e-02,6.463699936866760254e-01,9.837867021560668945e-01
1.047890014999999948e+03,2.287876047194004059e-02,6.562781333923339844e-01,9.940551519393920898e-01
1.057500000000000000e+03,2.233831770718097687e-02,6.569987535476684570e-01,9.978381991386413574e-01
1.067109985000000052e+03,2.287876047194004059e-02,6.602414250373840332e-01,1.000000000000000000e+00
1.076719970999999987e+03,2.395964600145816803e-02,6.656458377838134766e-01,9.951360225677490234e-01
1.086329956000000038e+03,2.269861288368701935e-02,6.643847823143005371e-01,9.909926056861877441e-01
1.095939941000000090e+03,2.269861288368701935e-02,6.735723018646240234e-01,9.819852113723754883e-01
1.105550048999999944e+03,2.486038580536842346e-02,6.733921766281127930e-01,9.663123488426208496e-01
1.115160033999999996e+03,2.377949841320514679e-02,6.802377700805664062e-01,9.583858847618103027e-01
1.124780029000000013e+03,1.927580684423446655e-02,6.712304353713989258e-01,9.214556217193603516e-01
1.134390014999999948e+03,2.305890806019306183e-02,6.548369526863098145e-01,8.522788882255554199e-01
1.144010009999999966e+03,2.179787494242191315e-02,7.023959755897521973e-01,8.461538553237915039e-01
1.153619995000000017e+03,2.630156651139259338e-02,6.955503225326538086e-01,7.773374319076538086e-01
1.163239990000000034e+03,2.413979545235633850e-02,6.996937394142150879e-01,7.596829533576965332e-01
1.172859985000000052e+03,2.413979545235633850e-02,7.072599530220031738e-01,7.595027685165405273e-01
1.182469970999999987e+03,2.197802253067493439e-02,7.171680927276611328e-01,7.539182305335998535e-01
1.192089966000000004e+03,2.287876047194004059e-02,7.119438052177429199e-01,7.463520169258117676e-01
1.201709961000000021e+03,2.215817011892795563e-02,7.106827497482299805e-01,7.384254932403564453e-01
1.211329956000000038e+03,2.305890806019306183e-02,7.114033699035644531e-01,7.441902160644531250e-01
1.220949951000000056e+03,2.377949841320514679e-02,7.220320701599121094e-01,7.513961195945739746e-01
1.230569946000000073e+03,2.359935082495212555e-02,7.263556122779846191e-01,7.604035139083862305e-01
1.240189941000000090e+03,2.323905564844608307e-02,7.319402098655700684e-01,7.670689821243286133e-01
1.249819946000000073e+03,2.305890806019306183e-02,7.341019511222839355e-01,7.681499123573303223e-01
1.254319946000000073e+03,2.233831770718097687e-02,7.377049326896667480e-01,7.717528343200683594e-01
1.259439941000000090e+03,2.450009062886238098e-02,7.359034419059753418e-01,7.535579204559326172e-01
1.264280029000000013e+03,2.377949841320514679e-02,7.243739962577819824e-01,7.517564296722412109e-01
1.269060058999999910e+03,2.233831770718097687e-02,7.315798997879028320e-01,7.586020827293395996e-01
1.274239990000000034e+03,2.107728272676467896e-02,7.351828217506408691e-01,7.465321421623229980e-01
1.284199951000000056e+03,2.413979545235633850e-02,7.265357375144958496e-01,7.395064234733581543e-01
1.294150024000000030e+03,2.594127133488655090e-02,7.297784090042114258e-01,7.243739962577819824e-01
1.304109985000000052e+03,2.431994304060935974e-02,7.364438772201538086e-01,7.011349201202392578e-01
1.314069946000000073e+03,2.630156651139259338e-02,7.351828217506408691e-01,6.721311211585998535e-01
1.324030029000000013e+03,2.395964600145816803e-02,7.207710146903991699e-01,6.238515377044677734e-01
1.333989990000000034e+03,2.612141892313957214e-02,7.279769182205200195e-01,5.843992233276367188e-01
1.343949951000000056e+03,2.540082857012748718e-02,7.036569714546203613e-01,5.370203852653503418e-01
1.353910033999999996e+03,2.179787494242191315e-02,6.083588600158691406e-01,4.435236752033233643e-01
1.423609985000000052e+03,3.530895337462425232e-02,7.438299655914306641e-01,3.094937801361083984e-01
1.433569946000000073e+03,2.269861288368701935e-02,7.513961195945739746e-01,2.709421813488006592e-01
1.443530029000000013e+03,1.170960161834955215e-02,7.676094174385070801e-01,2.673392295837402344e-01
1.453489990000000034e+03,1.693388633430004120e-02,7.767969965934753418e-01,2.289677560329437256e-01
1.463439941000000090e+03,1.945595443248748779e-02,7.605836987495422363e-01,2.192397713661193848e-01
1.473400024000000030e+03,1.747432909905910492e-02,7.524770498275756836e-01,2.305890768766403198e-01
1.483359985000000052e+03,2.035669237375259399e-02,7.618446946144104004e-01,2.253648042678833008e-01
1.493310058999999910e+03,1.999639719724655151e-02,7.703116536140441895e-01,2.224824428558349609e-01
1.503270019999999931e+03,2.089713513851165771e-02,7.776976823806762695e-01,2.336515933275222778e-01
1.513229980000000069e+03,2.053683996200561523e-02,7.809403538703918457e-01,2.496847361326217651e-01
1.523180053999999927e+03,2.215817011892795563e-02,7.827418446540832520e-01,2.608538866043090820e-01
1.533140014999999948e+03,2.035669237375259399e-02,7.823815345764160156e-01,2.776076495647430420e-01
1.543099975999999970e+03,2.017654478549957275e-02,7.845433354377746582e-01,2.927400469779968262e-01
1.553050048999999944e+03,2.323905564844608307e-02,7.874256968498229980e-01,3.053503930568695068e-01
1.563010009999999966e+03,2.143757790327072144e-02,7.903080582618713379e-01,3.253467977046966553e-01
1.572969970999999987e+03,2.233831770718097687e-02,8.038191199302673340e-01,3.428211212158203125e-01
1.582920043999999962e+03,2.233831770718097687e-02,8.018375039100646973e-01,3.532696664333343506e-01
1.592880004999999983e+03,2.089713513851165771e-02,8.119257688522338867e-01,3.649792969226837158e-01
1.602829956000000038e+03,2.107728272676467896e-02,8.220140337944030762e-01,3.783102035522460938e-01
1.612790038999999979e+03,1.981624960899353027e-02,8.288596868515014648e-01,3.918212950229644775e-01
1.622739990000000034e+03,2.269861288368701935e-02,8.353449702262878418e-01,3.997477889060974121e-01
1.632699951000000056e+03,2.323905564844608307e-02,8.441722393035888672e-01,4.089353382587432861e-01
1.642650024000000030e+03,2.215817011892795563e-02,8.528193235397338867e-01,4.147000610828399658e-01
1.652609985000000052e+03,2.323905564844608307e-02,8.504773974418640137e-01,4.219059646129608154e-01
1.662560058999999910e+03,2.431994304060935974e-02,8.477751612663269043e-01,4.246081709861755371e-01
1.672520019999999931e+03,1.981624960899353027e-02,8.475950360298156738e-01,4.202846288681030273e-01
1.682469970999999987e+03,2.287876047194004059e-02,8.423707485198974609e-01,4.165015220642089844e-01
1.692430053999999927e+03,2.017654478549957275e-02,8.330030441284179688e-01,4.134390056133270264e-01
1.702380004999999983e+03,2.143757790327072144e-02,8.281390666961669922e-01,4.060529768466949463e-01
1.712339966000000004e+03,2.233831770718097687e-02,8.175103664398193359e-01,3.974058628082275391e-01
1.722290038999999979e+03,2.107728272676467896e-02,8.068816661834716797e-01,3.860565721988677979e-01
1.732250000000000000e+03,2.125743031501770020e-02,8.018375039100646973e-01,3.754278421401977539e-01
1.742199951000000056e+03,2.143757790327072144e-02,8.068816661834716797e-01,3.629976511001586914e-01
1.752150024000000030e+03,2.107728272676467896e-02,8.023779392242431641e-01,3.536299765110015869e-01
1.762109985000000052e+03,2.035669237375259399e-02,7.912088036537170410e-01,3.361556529998779297e-01
1.772060058999999910e+03,2.107728272676467896e-02,8.003963232040405273e-01,3.300306200981140137e-01
1.782020019999999931e+03,2.179787494242191315e-02,8.036389946937561035e-01,3.267879784107208252e-01
1.791969970999999987e+03,2.215817011892795563e-02,7.802197933197021484e-01,3.201225101947784424e-01
1.801920043999999962e+03,1.315078325569629669e-02,7.658079862594604492e-01,3.365159332752227783e-01
1.958589966000000004e+03,0.000000000000000000e+00,6.910466551780700684e-01,9.385696053504943848e-02
1.968619995000000017e+03,8.286795578896999359e-03,6.906863451004028320e-01,9.043415635824203491e-02
1.978640014999999948e+03,1.621329411864280701e-02,7.020356655120849609e-01,9.691947698593139648e-02
1.988670043999999962e+03,1.351107936352491379e-02,6.978922486305236816e-01,9.277607500553131104e-02
1.998689941000000090e+03,1.927580684423446655e-02,7.321203351020812988e-01,1.016033142805099487e-01
2.008699951000000056e+03,0.000000000000000000e+00,7.654476761817932129e-01,1.264636963605880737e-01
2.018719970999999987e+03,0.000000000000000000e+00,7.591425180435180664e-01,1.161952838301658630e-01
2.028729980000000069e+03,1.495226100087165833e-02,7.148261666297912598e-01,1.161952838301658630e-01
2.038739990000000034e+03,1.549270376563072205e-02,6.987929940223693848e-01,1.187173500657081604e-01
2.048750000000000000e+03,1.297063566744327545e-02,6.932084560394287109e-01,1.210592687129974365e-01
2.058760009999999966e+03,8.466943167150020599e-03,6.899657845497131348e-01,1.257431060075759888e-01
2.068760009999999966e+03,1.098901126533746719e-02,6.811385154724121094e-01,1.379931569099426270e-01
2.078770019999999931e+03,1.062871515750885010e-02,6.804179549217224121e-01,1.403350681066513062e-01
2.088770019999999931e+03,1.188974920660257339e-02,6.728517413139343262e-01,1.444784700870513916e-01
2.098770019999999931e+03,1.657359115779399872e-02,6.714105606079101562e-01,1.464601010084152222e-01
2.108760009999999966e+03,1.387137454003095627e-02,6.730318665504455566e-01,1.533057093620300293e-01
